Exercício: 2017
Período: 1o. bimestre
Escopo: Estados/DF
Anexo 01 - Balanço Orçamentário
Tabela: Receitas Orçamentárias
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"RECEITAS CORRENTES";"siconfi-cor_ReceitasCorrentes";18,14
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"RECEITA TRIBUTÁRIA";"siconfi-cor_ReceitaTributaria";17,49
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"Impostos";"siconfi-cor_Impostos";17,56
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"Taxas";"siconfi-cor_Taxas";16,48
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"RECEITA DE CONTRIBUIÇÕES";"siconfi-cor_ReceitaDeContribuicoes";14,13
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"Contribuições Sociais";"siconfi-cor_ContribuicoesSociais";14,13
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"RECEITA PATRIMONIAL";"siconfi-cor_ReceitaPatrimonial";26,02
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"Receitas Imobiliárias";"siconfi-cor_ReceitasImobiliarias";6,75
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"Receitas de Valores Mobiliários";"siconfi-cor_ReceitasDeValoresMobiliarios";28,79
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"Receita de Concessões e Permissões";"siconfi-cor_ReceitaDeConcessoesEPermissoes";11,28
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"RECEITA DE SERVIÇOS";"siconfi-cor_ReceitaDeServicos";7,08
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"TRANSFERÊNCIAS CORRENTES";"siconfi-cor_TransferenciasCorrentes";19,11
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"Transferências Intergovernamentais";"siconfi-cor_TransferenciasCorrentesIntergovernamentais";19,37
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"Transferências de Convênios";"siconfi-cor_TransferenciasCorrentesDeConvenios";3,89
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"OUTRAS RECEITAS CORRENTES";"siconfi-cor_OutrasReceitasCorrentes";17,07
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"Multas e Juros de Mora";"siconfi-cor_MultasEJurosDeMora";19,85
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"Indenizações e Restituições";"siconfi-cor_IndenizacoesERestituicoes";11,02
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"Receita da Dívida Ativa";"siconfi-cor_ReceitaDaDividaAtiva";47,96
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"Receitas Correntes Diversas";"siconfi-cor_ReceitasCorrentesDiversas";16,04
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"RECEITAS DE CAPITAL";"siconfi-cor_ReceitasDeCapital";2,94
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"OPERAÇÕES DE CRÉDITO";"siconfi-cor_ReceitasDeOperacoesDeCredito";3,88
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"Operações de Crédito Internas";"siconfi-cor_OperacoesDeCreditoInternas";3,3
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"Operações de Crédito Externas";"siconfi-cor_OperacoesDeCreditoExternas";6,99
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"ALIENAÇÃO DE BENS";"siconfi-cor_AlienacaoDeBens";0,12
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"Alienação de Bens Móveis";"siconfi-cor_AlienacaoDeBensMoveis";2,1
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"AMORTIZAÇÕES DE EMPRÉSTIMOS";"siconfi-cor_AmortizacoesDeEmprestimos";14,01
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"TRANSFERÊNCIAS DE CAPITAL";"siconfi-cor_TransferenciasDeCapital";2,21
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"Transferências de Convênios";"siconfi-cor_TransferenciasDeCapitalDeConvenios";2,43
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"RECEITAS (INTRA-ORÇAMENTÁRIAS) (II)";"siconfi-cor_ReceitasIntraOrcamentariasTotal";12,42
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"SUBTOTAL DAS RECEITAS (III) = (I + II)";"siconfi-cor_SubtotalDasReceitas";16,56
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"SUBTOTAL COM REFINANCIAMENTO (V) = (III + IV)";"siconfi-cor_SubtotalReceitasComRefinanciamento";16,56
Governo do Estado da Paraíba;25;PB;3999415;"% (c/a)";"TOTAL (VII) = (V + VI)";"siconfi-cor_TotalReceitas";16,56
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I)";"siconfi-cor_ReceitasExcetoIntraOrcamentarias";8382378676,73
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"RECEITAS CORRENTES";"siconfi-cor_ReceitasCorrentes";7500067636,05
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"RECEITA TRIBUTÁRIA";"siconfi-cor_ReceitaTributaria";3076124147,77
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"Impostos";"siconfi-cor_Impostos";2855813509,26
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"Taxas";"siconfi-cor_Taxas";220310638,51
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"RECEITA DE CONTRIBUIÇÕES";"siconfi-cor_ReceitaDeContribuicoes";262939739,15
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"Contribuições Sociais";"siconfi-cor_ContribuicoesSociais";262939739,15
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"RECEITA PATRIMONIAL";"siconfi-cor_ReceitaPatrimonial";97144021,08
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"Receitas Imobiliárias";"siconfi-cor_ReceitasImobiliarias";8774268,61
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"Receitas de Valores Mobiliários";"siconfi-cor_ReceitasDeValoresMobiliarios";82669419,34
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"Receita de Concessões e Permissões";"siconfi-cor_ReceitaDeConcessoesEPermissoes";829198,13
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";4871135,00
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"RECEITA INDUSTRIAL";"siconfi-cor_ReceitaIndustrial";3600000,00
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"Receita da Indústria de Transformação";"siconfi-cor_ReceitaDaIndustriaDeTransformacao";3600000,00
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"RECEITA DE SERVIÇOS";"siconfi-cor_ReceitaDeServicos";125880635,77
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"TRANSFERÊNCIAS CORRENTES";"siconfi-cor_TransferenciasCorrentes";3736031158,03
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"Transferências Intergovernamentais";"siconfi-cor_TransferenciasCorrentesIntergovernamentais";3663461957,73
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"Transferências de Convênios";"siconfi-cor_TransferenciasCorrentesDeConvenios";72569200,3
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"OUTRAS RECEITAS CORRENTES";"siconfi-cor_OutrasReceitasCorrentes";198347934,25
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"Multas e Juros de Mora";"siconfi-cor_MultasEJurosDeMora";73129565,83
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"Indenizações e Restituições";"siconfi-cor_IndenizacoesERestituicoes";47053043,83
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"Receita da Dívida Ativa";"siconfi-cor_ReceitaDaDividaAtiva";2670583,47
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"Receitas Correntes Diversas";"siconfi-cor_ReceitasCorrentesDiversas";75494741,12
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"RECEITAS DE CAPITAL";"siconfi-cor_ReceitasDeCapital";882311040,68
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"OPERAÇÕES DE CRÉDITO";"siconfi-cor_ReceitasDeOperacoesDeCredito";370583441,06
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"Operações de Crédito Internas";"siconfi-cor_OperacoesDeCreditoInternas";313655069,77
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"Operações de Crédito Externas";"siconfi-cor_OperacoesDeCreditoExternas";56928371,29
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"ALIENAÇÃO DE BENS";"siconfi-cor_AlienacaoDeBens";16840652,00
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"Alienação de Bens Móveis";"siconfi-cor_AlienacaoDeBensMoveis";980652,00
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"Alienação de Bens Imóveis";"siconfi-cor_AlienacaoDeBensImoveis";15860000,00
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"AMORTIZAÇÕES DE EMPRÉSTIMOS";"siconfi-cor_AmortizacoesDeEmprestimos";8369659,92
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"TRANSFERÊNCIAS DE CAPITAL";"siconfi-cor_TransferenciasDeCapital";457778207,7
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"Transferências Intergovernamentais";"siconfi-cor_TransferenciasDeCapitalIntergovernamentais";42717618,00
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"Transferências de Convênios";"siconfi-cor_TransferenciasDeCapitalDeConvenios";415060589,7
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"OUTRAS RECEITAS DE CAPITAL";"siconfi-cor_OutrasReceitasDeCapital";28739080,00
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"Integralização do Capital Social";"siconfi-cor_IntegralizacaoDoCapitalSocial";9000000,00
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"Outras Receitas de Capital";"siconfi-cor_RREO1OutrasReceitasDeCapital";19739080,00
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"RECEITAS (INTRA-ORÇAMENTÁRIAS) (II)";"siconfi-cor_ReceitasIntraOrcamentariasTotal";457403521,84
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"SUBTOTAL DAS RECEITAS (III) = (I + II)";"siconfi-cor_SubtotalDasReceitas";8839782198,57
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"SUBTOTAL COM REFINANCIAMENTO (V) = (III + IV)";"siconfi-cor_SubtotalReceitasComRefinanciamento";8839782198,57
Governo do Estado da Paraíba;25;PB;3999415;"SALDO (a-c)";"TOTAL (VII) = (V + VI)";"siconfi-cor_TotalReceitas";8839782198,57
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I)";"siconfi-cor_ReceitasExcetoIntraOrcamentarias";7981883974,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"RECEITAS CORRENTES";"siconfi-cor_ReceitasCorrentes";6809859357,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"RECEITA TRIBUTÁRIA";"siconfi-cor_ReceitaTributaria";2377847750,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"Impostos";"siconfi-cor_Impostos";2330100000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"Taxas";"siconfi-cor_Taxas";47747750,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"RECEITA DE CONTRIBUIÇÕES";"siconfi-cor_ReceitaDeContribuicoes";432408000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"Contribuições Sociais";"siconfi-cor_ContribuicoesSociais";432408000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"RECEITA PATRIMONIAL";"siconfi-cor_ReceitaPatrimonial";161710040,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"Receitas Imobiliárias";"siconfi-cor_ReceitasImobiliarias";9921100,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"Receitas de Valores Mobiliários";"siconfi-cor_ReceitasDeValoresMobiliarios";151788940,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"RECEITA AGROPECUÁRIA";"siconfi-cor_ReceitaAgropecuaria";17000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"Receita da Produção Vegetal";"siconfi-cor_ReceitaDaProducaoVegetal";17000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"RECEITA DE SERVIÇOS";"siconfi-cor_ReceitaDeServicos";150983700,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"TRANSFERÊNCIAS CORRENTES";"siconfi-cor_TransferenciasCorrentes";3604632300,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"Transferências Intergovernamentais";"siconfi-cor_TransferenciasCorrentesIntergovernamentais";3577689300,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"Transferências de Instituições Privadas";"siconfi-cor_TransferenciasCorrentesDeInstituicoesPrivadas";100000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"Transferências de Convênios";"siconfi-cor_TransferenciasCorrentesDeConvenios";26843000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"OUTRAS RECEITAS CORRENTES";"siconfi-cor_OutrasReceitasCorrentes";82260567,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"Multas e Juros de Mora";"siconfi-cor_MultasEJurosDeMora";40938100,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"Indenizações e Restituições";"siconfi-cor_IndenizacoesERestituicoes";5060900,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"Receita da Dívida Ativa";"siconfi-cor_ReceitaDaDividaAtiva";15580017,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"Receitas Correntes Diversas";"siconfi-cor_ReceitasCorrentesDiversas";20681550,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"RECEITAS DE CAPITAL";"siconfi-cor_ReceitasDeCapital";1172024617,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"OPERAÇÕES DE CRÉDITO";"siconfi-cor_ReceitasDeOperacoesDeCredito";395300000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"Operações de Crédito Internas";"siconfi-cor_OperacoesDeCreditoInternas";228800000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"Operações de Crédito Externas";"siconfi-cor_OperacoesDeCreditoExternas";166500000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"ALIENAÇÃO DE BENS";"siconfi-cor_AlienacaoDeBens";518079617,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"Alienação de Bens Móveis";"siconfi-cor_AlienacaoDeBensMoveis";5925300,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"Alienação de Bens Imóveis";"siconfi-cor_AlienacaoDeBensImoveis";512154317,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"TRANSFERÊNCIAS DE CAPITAL";"siconfi-cor_TransferenciasDeCapital";258445000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"Transferências de Instituições Privadas";"siconfi-cor_TransferenciasDeCapitalDeInstituicoesPrivadas";1900000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"Transferências de Convênios";"siconfi-cor_TransferenciasDeCapitalDeConvenios";256545000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"OUTRAS RECEITAS DE CAPITAL";"siconfi-cor_OutrasReceitasDeCapital";200000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"Outras Receitas de Capital";"siconfi-cor_RREO1OutrasReceitasDeCapital";200000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"RECEITAS (INTRA-ORÇAMENTÁRIAS) (II)";"siconfi-cor_ReceitasIntraOrcamentariasTotal";752000343,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"SUBTOTAL DAS RECEITAS (III) = (I + II)";"siconfi-cor_SubtotalDasReceitas";8733884317,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"SUBTOTAL COM REFINANCIAMENTO (V) = (III + IV)";"siconfi-cor_SubtotalReceitasComRefinanciamento";8733884317,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO INICIAL";"TOTAL (VII) = (V + VI)";"siconfi-cor_TotalReceitas";8733884317,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I)";"siconfi-cor_ReceitasExcetoIntraOrcamentarias";7981883974,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"RECEITAS CORRENTES";"siconfi-cor_ReceitasCorrentes";6809859357,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"RECEITA TRIBUTÁRIA";"siconfi-cor_ReceitaTributaria";2377847750,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"Impostos";"siconfi-cor_Impostos";2330100000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"Taxas";"siconfi-cor_Taxas";47747750,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"RECEITA DE CONTRIBUIÇÕES";"siconfi-cor_ReceitaDeContribuicoes";432408000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"Contribuições Sociais";"siconfi-cor_ContribuicoesSociais";432408000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"RECEITA PATRIMONIAL";"siconfi-cor_ReceitaPatrimonial";161710040,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"Receitas Imobiliárias";"siconfi-cor_ReceitasImobiliarias";9921100,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"Receitas de Valores Mobiliários";"siconfi-cor_ReceitasDeValoresMobiliarios";151788940,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"RECEITA AGROPECUÁRIA";"siconfi-cor_ReceitaAgropecuaria";17000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"Receita da Produção Vegetal";"siconfi-cor_ReceitaDaProducaoVegetal";17000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"RECEITA DE SERVIÇOS";"siconfi-cor_ReceitaDeServicos";150983700,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"TRANSFERÊNCIAS CORRENTES";"siconfi-cor_TransferenciasCorrentes";3604632300,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"Transferências Intergovernamentais";"siconfi-cor_TransferenciasCorrentesIntergovernamentais";3577689300,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"Transferências de Instituições Privadas";"siconfi-cor_TransferenciasCorrentesDeInstituicoesPrivadas";100000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"Transferências de Convênios";"siconfi-cor_TransferenciasCorrentesDeConvenios";26843000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"OUTRAS RECEITAS CORRENTES";"siconfi-cor_OutrasReceitasCorrentes";82260567,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"Multas e Juros de Mora";"siconfi-cor_MultasEJurosDeMora";40938100,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"Indenizações e Restituições";"siconfi-cor_IndenizacoesERestituicoes";5060900,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"Receita da Dívida Ativa";"siconfi-cor_ReceitaDaDividaAtiva";15580017,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"Receitas Correntes Diversas";"siconfi-cor_ReceitasCorrentesDiversas";20681550,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"RECEITAS DE CAPITAL";"siconfi-cor_ReceitasDeCapital";1172024617,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"OPERAÇÕES DE CRÉDITO";"siconfi-cor_ReceitasDeOperacoesDeCredito";395300000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"Operações de Crédito Internas";"siconfi-cor_OperacoesDeCreditoInternas";228800000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"Operações de Crédito Externas";"siconfi-cor_OperacoesDeCreditoExternas";166500000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"ALIENAÇÃO DE BENS";"siconfi-cor_AlienacaoDeBens";518079617,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"Alienação de Bens Móveis";"siconfi-cor_AlienacaoDeBensMoveis";5925300,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"Alienação de Bens Imóveis";"siconfi-cor_AlienacaoDeBensImoveis";512154317,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"TRANSFERÊNCIAS DE CAPITAL";"siconfi-cor_TransferenciasDeCapital";258445000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"Transferências de Instituições Privadas";"siconfi-cor_TransferenciasDeCapitalDeInstituicoesPrivadas";1900000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"Transferências de Convênios";"siconfi-cor_TransferenciasDeCapitalDeConvenios";256545000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"OUTRAS RECEITAS DE CAPITAL";"siconfi-cor_OutrasReceitasDeCapital";200000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"Outras Receitas de Capital";"siconfi-cor_RREO1OutrasReceitasDeCapital";200000,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"RECEITAS (INTRA-ORÇAMENTÁRIAS) (II)";"siconfi-cor_ReceitasIntraOrcamentariasTotal";752000343,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"SUBTOTAL DAS RECEITAS (III) = (I + II)";"siconfi-cor_SubtotalDasReceitas";8733884317,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"SUBTOTAL COM REFINANCIAMENTO (V) = (III + IV)";"siconfi-cor_SubtotalReceitasComRefinanciamento";8733884317,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"TOTAL (VII) = (V + VI)";"siconfi-cor_TotalReceitas";8733884317,00
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"SALDOS DE EXERCÍCIOS ANTERIORES";"siconfi-cor_SaldoDeExerciciosAnterioresUtilizadosParaCreditosAdicionais";531811481,4
Governo do Estado de Sergipe;28;SE;2265779;"PREVISÃO ATUALIZADA (a)";"Superávit Financeiro Utilizado para Créditos Adicionais";"siconfi-cor_SuperavitFinanceiro";531811481,4
Governo do Estado de Sergipe;28;SE;2265779;"No Bimestre (b)";"RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I)";"siconfi-cor_ReceitasExcetoIntraOrcamentarias";1316073724,99
Governo do Estado de Sergipe;28;SE;2265779;"No Bimestre (b)";"RECEITAS CORRENTES";"siconfi-cor_ReceitasCorrentes";1288188835,00
Governo do Estado de Sergipe;28;SE;2265779;"No Bimestre (b)";"RECEITA TRIBUTÁRIA";"siconfi-cor_ReceitaTributaria";424001992,65
Governo do Estado de Sergipe;28;SE;2265779;"No Bimestre (b)";"Impostos";"siconfi-cor_Impostos";410013158,52
Governo do Estado de Sergipe;28;SE;2265779;"No Bimestre (b)";"Taxas";"siconfi-cor_Taxas";13988834,13
Governo do Estado de Sergipe;28;SE;2265779;"No Bimestre (b)";"RECEITA DE CONTRIBUIÇÕES";"siconfi-cor_ReceitaDeContribuicoes";67065750,57
Governo do Estado de Sergipe;28;SE;2265779;"No Bimestre (b)";"Contribuições Sociais";"siconfi-cor_ContribuicoesSociais";67065750,57
Governo do Estado de Sergipe;28;SE;2265779;"No Bimestre (b)";"RECEITA PATRIMONIAL";"siconfi-cor_ReceitaPatrimonial";26607026,53
Governo do Estado de Sergipe;28;SE;2265779;"No Bimestre (b)";"Receitas Imobiliárias";"siconfi-cor_ReceitasImobiliarias";3420777,73
Governo do Estado de Sergipe;28;SE;2265779;"No Bimestre (b)";"Receitas de Valores Mobiliários";"siconfi-cor_ReceitasDeValoresMobiliarios";23186248,8
Governo do Estado de Sergipe;28;SE;2265779;"No Bimestre (b)";"RECEITA DE SERVIÇOS";"siconfi-cor_ReceitaDeServicos";38281225,17
Governo do Estado de Sergipe;28;SE;2265779;"No Bimestre (b)";"TRANSFERÊNCIAS CORRENTES";"siconfi-cor_TransferenciasCorrentes";713786218,99
Governo do Estado de Sergipe;28;SE;2265779;"No Bimestre (b)";"Transferências Intergovernamentais";"siconfi-cor_TransferenciasCorrentesIntergovernamentais";713516479,31
Governo do Estado de Sergipe;28;SE;2265779;"No Bimestre (b)";"Transferências de Instituições Privadas";"siconfi-cor_TransferenciasCorrentesDeInstituicoesPrivadas";131163,33
Governo do Estado de Sergipe;28;SE;2265779;"No Bimestre (b)";"Transferências de Convênios";"siconfi-cor_TransferenciasCorrentesDeConvenios";138576,35
Governo do Estado de Sergipe;28;SE;2265779;"No Bimestre (b)";"OUTRAS RECEITAS CORRENTES";"siconfi-cor_OutrasReceitasCorrentes";18446621,09
Governo do Estado de Sergipe;28;SE;2265779;"No Bimestre (b)";"Multas e Juros de Mora";"siconfi-cor_MultasEJurosDeMora";8276802,32
Governo do Estado de Sergipe;28;SE;2265779;"No Bimestre (b)";"Indenizações e Restituições";"siconfi-cor_IndenizacoesERestituicoes";5182184,86
